,file_name,text
0,2011-46695-11.pdf,"['Системы весоизмерительные многоплатформенные подкладные', 'МПВС-3/10+13/20', '', '', 'Диапазон измерений, т', 'Пределы допускаемой абсолютной погрешности,', 'абсолютной погрешности, кг', '± 20', 'Платформа 10 т МПВС.02.00.00.00 1150 700 200', 'Платформа 20 т МПВС.01.00.00.00', 'документы, устанавливающие многоплатформенным подкладным МПВС-3/10+13/20 Государственная поверочная', 'требования к системам МПВС-3/10+13/20 поверочная схема для средств', 'МПВС-3/10+13/20 поверочная схема для средств', 'Воронежского', '', '', '', '', '', '']"
1,2011-46750-11.pdf,"['Система автоматизированная информационно-измерительная коммерческого', 'учета электроэнергии (АИИС КУЭ) ООО «КурскОбувь»', 'ния прав доступа к информации, сервер баз данных (БД) АИИС КУЭ, сервер сбора данных (СД) АИИС КУЭ, устройство синхронизации системного времени (УССВ) УСВ-2, автомати-', '(СД) АИИС КУЭ, устройство синхронизации системного времени зированные рабочие места персонала (АРМ) и программное обеспечение', 'Идентификацион- Номер версии (идентифика- идентификатор ПО (контроль- Алгоритм цифрового', 'Наименование ПО Идентификацион- ное наименование (идентифика- ционный но- ПО (контроль- ная сумма', 'Состав измерительного канала Метрологические характеристики ИК Номер точки', 'Состав измерительного канала Номер точки измерений и Вид', 'Погреш-', 'ность в ра-', 'бочих усло-', 'виях, %', '± 5,3', 'ООО «КурскОбувь» порядке. Акт хранится совместно с настоящим описанием типа АИИС КУЭ как его неотъемлемая часть.', 'АИИС КУЭ как его неотъемлемая часть.', '', 'отказ не менее', 'отказ не менее Т', 'среднее время', 'источника беспе-', '– Сервер АИИС - хранение результатов измерений, состояний средств измерений – не менее 3,5 лет (функция автоматизирована).', 'не менее 3,5 лет (функция автоматизирована).', '', '', 'эксплуатационной докумен-', 'эксплуатационной докумен- коммерческого уче-', '', '– переносной компьютер с ПО и оптический преобразователь для работы со счетчи- ками системы и с ПО для работы с радиочасами МИР РЧ-01.', 'ками системы и с ПО для работы с радиочасами МИР РЧ-01.', '', '', '', 'автоматизирован-', 'автоматизирован- электроэнергии', '', '', '', '', '', '', '']"
2,2019-58208-14-1.pdf,"['Весы автомобильные ВАС', 'В качестве весоизмерительного весоизмерительные вторичные', 'Максимальная нагрузка, т: 20, 30, 50, 60, 80, 100,', 'виде свинцовой пломбы). В модификациях Ньютон-81 переключатель утоплен', '', 'Идентификационные данные преобразователя весоизмерительного', 'ВАС-40…Т ВАС-50…', 'числа поверочных интервалов средствами защиты от атмосферных', 'обеспечения приведены в весоизмерительного.', '3. ТУ 4274-002-45627446-09', '']"
3,2012-49648-12.pdf,"['Датчики силоизмерительные тензорезисторные S363R.', 'Техническая характеристика S363 S363 S363 S363 S363 S363 S363 S363 S363', 'кН', 'Номинальная Рном,', 'нагрузка Рном,', 'Рном,', 'Систематическая', 'составляющая погрешности, %', 'погрешности, %', '0,05', 'Поверка', 'поверки». Основное соответствии', 'Методика Основное', 'Основное соответствии', 'Методика Основное соответствии', 'силоизмерительным 1.', '1. ГОСТ', '1. ческие требования', '«Датчики испытаний».']"
4,2019-57469-14.pdf,"['Счетчики тепловой энергии ультразвуковые CF, модели CF 51, CF 55, CF 800, CF Echo II, CF-UltraMaXX V, CF-UltraMaXX MK', 'II, CF-UltraMaXX V, CF-UltraMaXX MK', 'на соединение расходомера, а также температурных датчиков в подающем и обратном контурах, а также осуществляется пломбировка вычислителя с обратной стороны (см. рис. 5).', 'также осуществляется пломбировка вычислителя Степень защиты составных частей теплосчетчиков', 'Место', '', 'Наименование Идентификационное наименование Номер версии (идентификаци- идентификатор программного вычисления цифрового', 'Наименование программного наименование программного (идентификаци- онный', 'Диапазон измерений t, °С', 'температуры t, °С', 'Пределы допускаемой абсолютной погрешности', 'абсолютной погрешности измерений температуры, °С', 'измерений температуры, °С', '±(0,15+0,002t)', 'комплектом термометров сопротивления, °С', 'сопротивления, °С Номинальный диаметр (Ду) 15, 20, 25,', 'Температура окружающей среды, °С', 'среды, °С Температура хранения,', 'не более Рабочее давление, МПа', 'Рабочее давление, МПа Габаритные размеры', 'Габаритные размеры вычислителя, мм', '1,6/2,5**', '* в зависимости от Ду расходомера **в зависимости от исполнения', '**в зависимости от исполнения', 'энергии ультразвуковым UltraMaXX MK', 'UltraMaXX MK 1. ГОСТ Р 51649-2000', '3. Техническая документация', '', 'Рекомендации по областям применения', '', 'Компания «Itron» Завод-изготовитель: «Allmess GmbH»', 'Завод-изготовитель: «Allmess GmbH» Адрес: 11, Am Vossberg, Oldenburg im Holstein,', '', '', '', '', '', '']"
5,2019-57163-14.pdf,"['Преобразователи измерительные E4412A, E4413A', 'N1914A и N8262A.', 'Пределы допускаемой относительной погрешности коэффициента калибровки,', 'погрешности коэффициента калибровки, %,', '%, при', 'при значении частоты 10 МГц, 30', '10 МГц, 30 МГц 50 МГц', '± 1,8 Опорное значение', 'Диапазон рабочих частот, ГГц', 'Габаритные размеры, мм ширина 130', '- методика поверки – 1 шт.', 'Поверка', 'Поверка осуществляется', 'осуществляется в соответствии измерительные E4412A,', 'измерительные генерального директора', 'поверки», утвержденным научной работе', '', 'измерительными аттестованными в качестве рабочего от 0 до 18 ГГц с погрешностью аттестации по коэффициенту', 'ГОСТ 13317 - 89 Элементы приборов. Присоединительные размеры.', 'приборов. Присоединительные размеры. Техническая документация фирмы', '', 'Рекомендации по областям', 'Рекомендации обеспечения единства', 'сфере государственного', 'опорного генератора (за 1 год): мощности выходного сигнала', 'PG 11900 Bayan Lepas Penang Malaysia', '', '', '', '', '', '', 'Тел./факс (495) 744-81-12, Аттестат аккредитации']"
6,2014-57553-14.pdf,"['Установки универсальные измерительные для контроля контура, шероховатости и круглости VC/LC', 'шероховатости и круглости VC/LC', 'наты X,Z точек, на основе которых строится контур поверхности, после чего с помощью программного обеспечения производится оценка геометрических параметров контура. При', 'программного обеспечения производится этом определяются параметры шероховатости', 'Параметр Значение Модель VC VC', 'Модель', 'Диапазон измерения шероховатости по Ra мкм по-', 'Пределы допускаемой относительной по- грешности параметров шероховатости по Ra , %', '%', '±10', 'троля контура, шероховатости и круглости, модели VC / LC приведены в «Руководстве по эксплуатации LC 10 /VC-10/VC 10EL /VC 10UL»', 'эксплуатации LC 10 /VC-10/VC 10EL /VC', '1. Техническая документация фирмы', '1. Техническая документация фирмы 2. ГОСТ 8.296-78 «ГСИ. Государственный поверочная схема для средств измерений', '', 'Государственный специальный измерений', 'тест – Москва» (ФБУ «Ростест – Москва») 117418, Россия, г. Москва, Нахимовский проспект д.31', '117418, Тел.:', 'Аттестат аккредитации по проведению', 'по проведению утверждения', '', '№ 30010-10']"
7,2014-58229-14.pdf,"['Твердомеры Роквелла N7Р', 'HRC.............................................................................................................................от Пределы допускаемой абсолютной', 'Диапазон измерений твердости по шкалам Роквелла С: HRC.............................................................................................................................от', 'HRC.............................................................................................................................от 20 до 70. Пределы допускаемой абсолютной погрешности твердомеров по шкалам Роквелла С:', 'Пределы допускаемой абсолютной погрешности твердомеров по шкалам Роквелла С: от 20 до 35 HRC............................................................................................................ ± 2,5;', 'от 20 до 35 HRC............................................................................................................ ± 2,5; от 35 до 50 HRC............................................................................................................... ± 2;', 'от 35 до 50 HRC............................................................................................................... ± 2; 50 70 HRC.............................................................................................................± 1,5.', 'от 50 до 70 HRC.............................................................................................................± 1,5.', 'Адрес: Brennhoflehen-Kellau Телефон: +43-(6244)-20438', 'Фирма «EMCO-TEST Prufmaschinen GmbH», Австрия Адрес: Brennhoflehen-Kellau 174, A-5431 Kuchl, Austria', 'Адрес: Brennhoflehen-Kellau 174, A-5431 Kuchl, Austria Телефон: +43-(6244)-20438', 'Телефон: +43-(6244)-20438 Факс: +43-(6244)-20438-8', 'Факс: +43-(6244)-20438-8 E-mail: office@emcotest.com', 'E-mail: office@emcotest.com', '']"
8,2014-59577-14.pdf,"['Система автоматизированная информационно-измерительная коммерческого учета электроэнергии АИИС КУЭ ЕНЭС ПС 110 кВ «Первомайская»', 'учета электроэнергии АИИС КУЭ ЕНЭС ПС 110 кВ «Первомайская»', 'значение вычисленных мгновенных значений мощности на интервале времени усреднения 30 мин.', '30 мин. Цифровой сигнал с выходов счетчиков при помощи технических средств', 'В АИИС КУЭ используется специализированное программное обеспечение (далее по тексту – СПО) Автоматизированная информационно-измерительная система коммерческого', 'тексту – СПО) Автоматизированная информационно-измерительная система учета электроэнергии ЕНЭС «Метроскоп» (далее по тексту – АИИС КУЭ ЕНЭС «Метроскоп»', 'ВЛ 110 кВ ПС №7 – ТВ 110-1 кл.т 0,5 Ктт = 600/5 НКФ-110-57 кл.т 1,0 Ктн = (110000/√3)/(100/√3) А1802RALQ-P4GB-DW-4 кл.т 0,2S/0,5 RTU-325T зав. №', '3 ВЛ 110 кВ ПС №7 – Первомайская (ВЛ 110 кВ Южная) Ктт = 600/5 Зав. № А1500; В1500; Ктн = (110000/√3)/(100/√3) Зав. № 716521; 996347; кл.т 0,2S/0,5 Зав. № 01272253', '14 ВЛ 6 кВ 45-22 кл.т 0,5 Ктт = 150/5 Зав. № 603; 605 кл.т 0,5 Ктн = 6000/100 Зав. № 6317 кл.т 0,2S/0,5 Зав. № 01272259 зав. № 8229 Госреестр', 'Зав. № 603; 605 Госреестр № 1856-63 Зав. № 6317 Госреестр № 2611-70 Зав. № 01272259 Госреестр № 31857-11', 'Пределы допускаемой относительной погрешности ИК при измерении активной электрической энергии в рабочих', 'измерении активной электрической энергии в рабочих (δ), %', 'условиях эксплуатации АИИС КУЭ (δ), %', '±0,9', 'условиях эксплуатации АИИС КУЭ (δ), % δ5 %, δ20 %, δ100 %, Номер ИК cosφ', 'δ5 %, δ20 %, δ100 I5 %≤I изм<I 20 % I20 %≤Iизм<I100% I100 %≤Iизм≤I120%', 'напряжения - от 0,99∙Uн до 1,01∙Uн; от 0,01∙ Iн до 1,2∙Iн;', '0,01∙ Iн до 1,2∙Iн; воздуха: - 40 50 ˚С;', 'воздуха: ТТ и ТН - от минус 40 до 50 ˚С; счетчиков ИВК - от 10 до 30 ˚С;', 'эксплуатации:', 'напряжения, в соответствии с ГОСТ 1983-2001 и ГОСТ 7746-2001, определены средний срок службы и средняя наработка на отказ;', 'службы и средняя наработка на отказ; − счетчики электроэнергии ""Альфа А1800"" – среднее время наработки', 'программном уровне: счетчиках электроэнергии;', 'электроэнергии;', 'предусматривающие разграничение прав доступа', '(функция', '1 Трансформатор тока ТВ 110-1 12 2 Трансформатор тока ТВ-35/10ХЛ 9', '2 Трансформатор тока ТВ-35/10ХЛ 3 Трансформатор тока ТЛМ-10', 'поверки:', 'средств поверки:', 'по ГОСТ 8.217-2003 ""ГСИ. Трансформаторы', 'Методика 35...330/√3 кВ.', '08.12.2014 г.', 'Нормативные документы, устанавливающие требования к', '710-96-55', '', '', 'г. Москва,']"
9,2011-47383-11.pdf,"['Система автоматизированная информационно-измерительная коммерческого', 'учета электроэнергии (АИИС КУЭ) тяговой подстанции ""Медвежья Гора""', 'Октябрьской ЖД - филиала ОАО ""Российские Железные Дороги"" в границах', 'Республики Карелия', 'электроэнергии в течение заданного интервала времени, измерения средних мощностей на заданных интервалах времени, мониторинга нагрузок заданных объектов;', 'заданных интервалах времени, мониторинга нагрузок заданных объектов; 3-ий уровень – измерительно-вычислительный комплекс Центра сбора данных АИИС', 'КУЭ (далее – ИВК), реализованный на базе Комплекса измерительно-вычислительного для', 'учета электроэнергии ""ЭНЕРГИЯ-АЛЬФА"" (серверов сбора данных', 'Наименование ПО Идентификационное наименование ПО (идентификацио нный номер) ПО (контрольная сумма цифрового идентификат', 'ПО наименование ПО нный номер) ПО сумма исполняемого идентификат ора ПО', 'ПО исполняемого кода) ора ПО', '""АльфаЦЕНТР', 'устройства измерительно-вычислительного электроэнергии активная реактивная активная реактивная', 'базе измерительно-вычислительного электроэнергии', 'на базе измерительно-вычислительного активной/реактивной A1802RALQ-P4GB-DW-4 A1802RALQ-P4GB-DW-4', 'реализован на измерительно-вычислительного', 'погрешности результата измерений активной электрической энергии при доверительной', 'электрической энергии при доверительной вероятности P=0,95:', 'Относительная Номер ИК диапазон тока', 'Номер ИК диапазон', 'Относительная', 'погрешность ИК в', 'рабочих условиях', 'эксплуатации, (±δ) %', '1,0', 'первичного тока - (0,01 ÷ 1,2)Iн1; коэффициент мощности cosϕ(sinϕ) - 0,5 ÷ 1,0(0,6 ÷ 0,87); частота - (50 ± 0,4) Гц;', '0,87); частота - (50 ± 0,4) Гц; • температура окружающего воздуха - от минус 30˚С до 35˚С.', '• температура окружающего воздуха - от минус 30˚С до 35˚С. Для электросчетчиков:', 'Для электросчетчиков: • параметры сети:', '', '1,1)Uн2; диапазон', '1,1)Uн2; диапазон cosϕ(sinϕ) - 0,8 ÷ 1,0(0,6);', 'cosϕ(sinϕ) - 0,8 ÷ 1,0(0,6);', 'электроэнергии режиме', 'отключении питания – не менее 30 лет; • ИВК – суточные данные о тридцатиминутных приращениях электропотребления по', '• ИВК – суточные данные о тридцатиминутных приращениях электропотребления по каждому каналу и электропотребление за месяц по каждому каналу - не менее 35', 'каждому каналу и электропотребление за месяц по каждому каналу - не менее 35 суток; при отключении питания – не менее 3 лет.', 'суток; при отключении', 'каналу - не менее', '', '', '', 'Дороги""', '• Трансформаторы тока – в соответствии с ГОСТ 8.217-2003 ""ГСИ. Трансформаторы тока. Методика поверки"";', 'Трансформаторы тока. Методика поверки""; • Трансформаторы напряжения – в соответствии с ГОСТ 8.216-88 ""ГСИ.', '• Трансформаторы напряжения – в соответствии с ГОСТ 8.216-88 ""ГСИ. Трансформаторы напряжения. Методика поверки"" и/или МИ 2925-2005', 'Трансформаторы ""Измерительные', 'ГОСТ 8.216-88 и/или МИ 2925-2005', 'и/или МИ 2925-2005 35...330/√3 кВ. Методика', '35...330/√3 кВ. Методика делителя"";', 'делителя""; ""Счётчики электрической', 'измерительно-вычислительные документу', 'железной дороги».', 'Рекомендации по областям применения в сфере государственного регулирования', 'Рекомендации по областям применения в сфере государственного регулирования обеспечения единства измерений', '', '', '', '', '', 'ул.,']"
